CustomerID,Age,Gender,Region,Annual_Income,Membership_Years,Engagement_Score,Avg_Session_Minutes,Purchase_Frequency,Discount_Usage_Rate,Total_Spend,Purchased
CUST1748,37,Male,East,50284.6,8,23.2,9.36,4,0.95,2676.01,1
CUST1381,58,Male,West,48684.42,11,74.1,1.55,3,0.55,1638.67,1
CUST1055,37,Male,North,76706.47,9,73.5,8.14,3,0.28,4109.65,1
CUST1412,19,Female,South,79419.4,7,46.6,2.47,3,0.29,3164.08,1
CUST1764,33,Male,North,70747.02,11,42.0,7.5,7,0.51,3935.51,1
CUST1242,49,Female,North,73932.1,1,48.4,8.33,2,0.86,3845.28,1
CUST1661,62,Female,South,13873.25,10,31.5,8.01,7,0.8,2904.46,1
CUST1443,51,Male,East,17466.08,2,56.5,2.36,4,0.81,2957.71,1
CUST1338,38,Female,South,60351.53,9,67.7,16.79,3,0.78,3917.77,1
CUST1393,40,Male,West,55805.8,0,,18.27,2,0.86,3138.27,1
CUST1524,43,Female,North,51018.45,2,72.5,3.47,5,0.27,3607.81,1
CUST1025,50,Female,West,50357.76,7,29.3,3.66,3,0.92,2375.59,1
CUST1047,35,Female,South,64626.57,4,61.4,7.13,5,0.48,4955.67,1
CUST1174,24,Female,North,85767.26,0,73.2,14.75,1,0.1,3610.32,1
CUST1424,52,Male,East,58157.58,2,51.6,2.86,2,0.83,2008.01,1
CUST1059,61,Male,North,17874.54,3,55.5,2.89,2,1.0,2830.64,1
CUST1153,43,male,South,36772.87,8,,12.86,2,0.22,2142.04,1
CUST1648,36,Female,North,55514.74,10,46.5,11.47,6,0.14,3044.84,1
CUST1585,25,Female,West,33797.86,9,7.7,3.66,2,0.11,2963.18,0
CUST1161,49,Male,West,52398.57,7,19.0,3.01,2,0.29,1899.22,1
CUST1244,28,Male,North,53821.41,5,77.9,17.24,4,0.95,3385.78,1
CUST1591,68,Female,East,70228.24,6,33.6,9.11,1,0.88,1774.81,1
CUST1158,56,Female,West,63127.29,11,57.1,9.95,2,0.87,2052.26,1
CUST1385,66,Female,South,83822.29,10,61.7,3.26,4,0.89,3778.21,1
CUST1326,35,Female,West,54641.98,4,47.9,10.02,2,0.69,2019.06,1
CUST1638,29,Male,West,51839.18,10,51.3,17.02,4,0.58,2966.61,1
CUST1468,49,Female,East,56737.81,1,53.5,1.13,4,0.49,2664.26,1
CUST1774,25,Female,South,111555.41,5,65.6,3.43,1,0.65,3626.39,0
CUST1756,18,Female,North,49247.98,9,64.9,27.22,2,0.27,3445.7,1
CUST1179,59,Female,West,69503.24,5,21.2,9.35,3,0.54,2011.05,0
CUST1623,40,Female,North,46714.68,9,60.8,4.34,6,0.73,4431.24,1
CUST1411,59,Male,South,48530.13,2,46.5,5.31,2,0.09,3045.44,1
CUST1705,53,Female,South,52098.25,7,,37.4,4,0.92,3950.9,1
CUST1054,19,Female,East,27583.1,6,31.5,2.8,0,0.65,530.01,0
CUST1626,58,Female,East,97634.06,3,36.9,2.68,3,0.76,3989.41,1
CUST1388,52,Female,West,49459.86,7,76.0,6.57,5,0.18,3271.52,1
CUST1168,32,Male,West,47036.22,5,95.9,17.58,0,0.87,2584.18,1
CUST1464,56,Female,East,47514.39,10,31.5,2.08,4,0.88,2434.24,1
CUST1687,44,Male,South,49608.84,1,48.6,8.68,2,0.18,1896.28,0
CUST1634,30,Male,West,31398.02,3,47.8,1.98,3,0.29,3083.17,0
CUST1391,38,Female,West,73182.55,7,66.4,4.77,1,0.84,3557.27,1
CUST1024,-38,Female,South,60997.12,11,5.9,6.44,3,0.24,1425.43,0
CUST1298,22,Male,North,57577.88,3,46.2,9.97,4,0.83,3247.92,1
CUST1753,31,Female,East,52500.47,4,50.7,4.08,3,0.86,2094.68,1
CUST1289,33,Female,South,72127.25,2,75.2,1.79,4,0.06,5023.1,1
CUST1018,19,Female,South,43403.05,3,44.6,8.27,2,0.28,1694.63,1
CUST1639,58,Male,West,41326.86,10,76.2,3.3,4,0.56,4047.67,1
CUST1312,69,Male,South,59090.71,4,50.4,1.14,1,0.68,3321.5,1
CUST1254,65,Female,North,42070.54,8,74.4,7.38,3,0.35,3363.33,1
CUST1225,66,Female,West,58682.98,9,81.2,9.69,5,0.45,4269.33,0
CUST1087,57,Male,North,55749.97,1,55.9,4.74,2,0.91,402.68,1
CUST1696,62,Female,East,41643.64,11,1.3,13.62,6,0.16,1632.27,1
CUST1466,23,Female,East,64274.91,0,28.4,12.59,3,0.19,3623.22,0
CUST1602,53,Male,North,71547.45,3,74.9,5.86,2,0.64,3757.22,1
CUST1222,20,M,North,,1,61.2,2.86,6,0.08,5326.53,1
CUST1543,18,Male,North,46774.59,2,58.2,4.77,3,0.22,2878.61,1
CUST1488,26,Female,West,38691.36,9,74.9,5.12,5,0.84,2645.49,1
CUST1218,69,Male,East,24769.73,11,59.0,4.45,1,0.82,2043.48,1
CUST1652,52,Male,South,,6,69.9,14.83,7,0.46,3670.91,1
CUST1465,21,Female,North,53127.1,9,52.0,7.61,3,0.56,3089.85,1
CUST1620,29,Female,West,53185.19,5,43.7,3.2,1,0.32,1958.19,1
CUST1782,34,Female,South,58229.5,10,62.4,,2,0.93,2755.74,1
CUST1505,20,Female,West,46465.38,10,61.3,3.33,4,0.6,2300.28,1
CUST1193,18,Male,South,73979.11,1,65.4,3.11,0,0.7,2557.99,1
CUST1793,23,Male,South,35019.31,9,49.7,1.91,3,0.91,1653.8,0
CUST1286,59,Male,West,40084.16,6,27.7,11.66,6,0.58,1894.86,0
CUST1066,67,Female,East,72948.07,2,23.4,6.81,5,0.72,3812.5,1
CUST1760,28,Male,West,74966.68,2,55.7,7.17,1,0.32,2221.44,1
CUST1071,59,Female,West,64073.92,4,70.8,15.01,5,0.79,2533.68,1
CUST1082,65,Male,East,43745.71,8,81.6,15.09,10,0.77,4769.2,1
CUST1740,38,M,East,64106.92,3,55.3,22.06,7,0.29,3644.48,1
CUST1454,59,Male,West,59932.1,4,57.4,11.05,2,0.87,1343.65,1
CUST1674,29,Female,East,83981.21,4,5.2,23.87,4,0.14,3334.26,1
CUST1015,41,Male,South,58479.01,9,57.6,4.51,1,0.4,2948.73,0
CUST1745,53,Female,South,34990.74,9,44.7,12.88,2,0.68,758.21,1
CUST1599,53,Female,North,56648.54,0,54.8,4.45,2,0.36,2471.98,1
CUST1702,42,Female,North,67729.81,8,51.1,1.22,1,0.44,2938.26,1
CUST1596,-62,Male,South,76301.46,11,0.0,8.73,5,0.89,2631.6,1
CUST1406,64,Male,East,61435.47,6,67.7,9.85,1,0.2,3738.26,1
CUST1509,68,Female,East,43668.7,1,49.1,11.46,3,0.86,2252.86,0
CUST1427,41,Female,North,70049.1,10,58.2,1.17,3,0.34,3610.18,1
CUST1135,39,Female,North,102100.6,5,65.9,10.09,4,0.4,4756.69,1
CUST1655,69,Female,South,27216.32,4,31.9,1.99,0,0.26,925.41,0
CUST1416,50,Male,South,71240.58,4,67.2,1.62,3,1.0,3941.1,1
CUST1029,42,Male,North,71070.86,5,39.8,3.34,4,0.97,4661.27,1
CUST1181,23,Female,East,82194.46,7,23.1,3.64,3,0.26,2309.98,1
CUST1227,66,Female,North,78433.29,2,34.6,4.96,0,0.13,968.49,1
CUST1404,67,Male,South,19855.24,7,64.1,5.57,3,0.17,1185.78,1
CUST1364,45,Female,South,50949.89,5,35.7,1.2,4,0.33,2702.17,1
CUST1758,33,Male,North,72632.67,7,,12.09,0,0.45,3091.98,1
CUST1104,26,Male,West,,3,31.0,5.24,5,0.51,3379.22,1
CUST1321,65,Male,North,77529.73,5,88.7,5.12,4,0.73,4221.98,1
CUST1268,37,Male,South,79294.68,11,40.5,5.95,0,0.77,2696.28,1
CUST1446,40,Male,South,63182.14,3,33.4,3.89,5,0.93,2770.9,1
CUST1557,29,Male,South,38272.02,3,95.6,16.34,4,0.18,1117.91,1
CUST1392,49,Male,South,39365.07,0,0.0,13.88,3,0.52,1134.74,1
CUST1762,27,Female,South,76088.45,8,47.7,2.96,5,0.99,4362.69,1
CUST1569,57,Male,North,55419.54,3,30.1,10.52,1,0.84,1892.8,1
CUST1241,23,Male,North,,8,59.1,2.64,4,0.82,3891.46,1
CUST1430,53,Female,North,51074.13,4,38.4,4.49,7,0.58,3712.75,1
CUST1550,19,Female,South,63347.03,6,56.0,3.06,1,1.0,2470.04,1
CUST1671,28,Male,West,52443.31,2,15.0,10.62,4,0.06,3001.94,0
CUST1203,26,Female,West,59689.52,3,71.7,1.37,1,0.48,1691.87,1
CUST1723,25,Female,South,56652.5,7,40.1,2.2,2,0.79,2816.08,1
CUST1083,32,Female,East,50075.02,1,60.3,2.95,5,0.07,3473.51,1
CUST1118,59,Male,South,27584.63,0,34.5,18.07,6,0.86,2776.76,1
CUST1096,62,Male,South,62203.94,7,46.0,13.66,1,0.77,1349.41,1
CUST1523,33,Male,North,57779.33,7,57.6,3.11,5,0.83,4225.21,1
CUST1166,56,Female,South,68731.25,2,-0.0,12.18,2,0.94,903.61,0
CUST1525,43,Male,South,58414.98,5,60.4,7.47,1,0.73,3271.64,1
CUST1189,45,Female,North,39144.45,3,38.2,,3,0.28,1390.22,1
CUST1736,62,Female,North,47763.37,5,53.3,3.3,1,0.93,3315.55,1
CUST1676,27,Male,North,87610.46,3,52.9,3.34,6,0.05,3911.71,1
CUST1092,64,Female,North,68837.09,8,38.1,1.65,2,0.92,1435.99,1
CUST1366,50,Female,South,59148.77,4,40.5,5.83,2,0.09,1753.04,1
CUST1315,25,Female,North,45866.13,6,43.1,3.96,2,0.71,2701.07,0
CUST1261,20,Male,East,25672.55,8,21.0,5.98,2,0.07,810.01,0
CUST1361,38,Female,South,81188.7,2,12.9,24.77,5,0.59,4289.62,1
CUST1138,18,Male,South,66530.48,6,57.1,2.82,4,0.13,4389.95,1
CUST1719,67,Male,East,64061.72,5,,4.55,5,0.94,4503.68,1
CUST1276,35,Male,North,73719.86,4,100.0,3.45,6,0.87,4370.64,1
CUST1384,46,Male,North,68823.7,11,36.0,8.66,3,0.06,3136.86,1
CUST1056,45,Male,North,61760.59,8,32.8,5.19,8,0.97,4222.51,1
CUST1649,64,Male,West,83444.19,5,39.0,,2,0.88,3366.64,1
CUST1518,47,Male,West,40922.28,11,65.4,12.14,6,0.63,3120.58,1
CUST1410,44,Female,North,79423.42,7,59.6,13.46,4,0.5,4694.46,1
CUST1088,38,Female,South,58206.31,2,31.5,3.53,4,0.55,2355.42,1
CUST1651,22,Male,South,108031.83,10,62.9,16.91,3,0.13,5336.13,1
CUST1558,67,Male,South,40954.57,5,60.9,22.09,2,0.79,2715.93,1
CUST1280,45,Female,North,44852.2,8,41.3,8.95,5,0.21,2032.5,1
CUST1370,21,Male,West,64357.7,0,69.6,9.15,2,0.3,3006.93,1
CUST1139,52,Male,North,40333.89,11,77.9,4.17,6,0.31,5140.24,1
CUST1360,51,Male,West,47463.31,7,59.4,5.83,2,0.5,2650.7,1
CUST1460,25,Male,East,75487.07,5,52.3,39.4,3,0.79,2936.95,1
CUST1754,32,Male,South,48444.36,2,57.8,5.61,3,0.68,1475.64,1
CUST1287,52,Male,North,71589.42,2,64.9,5.59,3,0.55,4008.04,1
CUST1084,25,Male,South,90356.55,2,58.6,14.26,4,0.48,4235.5,1
CUST1734,23,Male,East,,10,74.8,23.13,3,0.75,10494.08,1
CUST1784,50,Male,South,50129.2,6,64.0,1.35,2,0.44,2038.68,1
CUST1402,63,Male,South,56862.6,4,,2.1,2,0.84,1276.43,1
CUST1340,37,Female,North,-1.0,4,51.6,23.5,2,0.58,3451.04,1
CUST1559,52,Male,North,66523.42,9,47.7,46.01,8,0.31,5244.06,1
CUST1365,64,Male,North,76736.66,9,,2.5,6,0.07,3553.41,1
CUST1023,19,Female,East,38147.59,0,74.2,4.87,7,0.39,4506.91,1
CUST1345,50,Female,South,-1.0,0,70.3,16.94,6,0.35,2613.63,1
CUST1164,54,Male,North,65427.46,6,46.1,11.51,2,0.76,2283.08,1
CUST1515,22,Female,South,66500.04,2,89.6,6.87,3,0.57,4324.78,1
CUST1763,49,Male,South,91510.43,4,35.5,3.72,1,0.25,3470.86,0
CUST1334,50,Female,East,66113.02,6,22.3,9.02,2,0.25,671.07,1
CUST1310,50,Female,North,79612.66,6,42.8,3.99,5,0.98,4009.3,1
CUST1739,64,Female,South,57538.66,10,67.1,4.23,2,0.64,1953.35,1
CUST1128,65,Male,East,69354.72,7,63.1,4.27,1,0.35,3423.92,1
CUST1353,55,Female,North,38502.18,4,59.7,7.47,2,0.13,2488.31,1
CUST1776,45,Male,East,25647.88,0,93.1,15.49,2,0.63,1664.99,1
CUST1780,53,Female,North,84238.88,11,52.8,4.05,1,0.56,2805.27,1
CUST1240,49,Female,South,38525.66,9,79.9,8.1,8,0.53,5702.92,1
CUST1535,22,Female,East,72584.18,7,49.7,1.05,2,0.63,3045.79,1
CUST1318,57,Male,West,46440.45,5,100.0,1.04,2,0.65,1255.35,1
CUST1510,54,Male,West,58507.35,1,67.0,7.81,1,0.53,1451.91,1
CUST1262,37,Male,East,56977.35,3,33.2,3.61,3,0.26,2430.84,1
CUST1428,30,Male,South,8000.0,9,61.0,15.02,3,0.31,1767.62,1
CUST1098,46,Male,North,63492.89,2,55.6,4.38,4,0.47,2538.78,1
CUST1788,65,Female,North,33088.51,1,,18.92,3,0.81,2920.73,1
CUST1735,61,Female,South,58001.85,6,26.8,3.99,6,0.44,2852.97,1
CUST1628,34,Female,North,48638.32,3,64.9,1.5,5,0.32,3780.1,1
CUST1712,27,Female,North,43770.34,6,61.6,19.1,0,0.67,1749.84,0
CUST1089,33,Male,North,55641.44,9,60.1,3.11,4,0.53,3649.44,1
CUST1202,44,Female,North,47687.05,2,61.8,4.69,2,0.06,4456.27,1
CUST1003,32,Female,East,46946.3,3,36.2,9.89,5,0.79,1537.25,1
CUST1255,33,Male,North,71305.98,4,52.2,,2,0.97,2382.68,1
CUST1331,33,Male,West,56578.59,6,57.6,4.81,2,0.26,3011.18,1
CUST1562,68,Male,North,34062.03,5,66.5,2.94,1,0.85,2451.01,0
CUST1433,18,Male,South,54642.13,9,33.9,2.49,0,0.14,1393.39,0
CUST1751,58,Female,North,40863.64,4,57.5,23.53,2,0.2,2809.05,1
CUST1619,54,Female,East,76100.31,2,47.0,2.44,3,0.3,3833.5,1
CUST1486,43,Male,South,,4,12.2,6.75,2,0.27,1791.22,0
CUST1527,38,Female,West,50745.65,6,58.3,3.78,2,0.95,2110.5,1
CUST1615,49,Male,North,78543.76,11,34.8,34.52,8,0.16,4196.14,1
CUST1260,46,Female,East,95979.73,3,14.7,14.99,4,0.67,3793.75,1
CUST1305,65,Female,North,38790.41,3,81.2,18.78,4,0.78,3027.67,1
CUST1196,30,M,North,72461.4,1,,5.73,4,0.97,4062.8,1
CUST1140,54,Male,West,88245.65,1,25.5,7.33,2,0.49,2339.27,0
CUST1122,24,Male,East,54797.91,4,47.6,2.01,2,0.62,1248.65,1
CUST1494,49,Male,North,55778.89,1,61.8,16.43,1,0.83,2756.33,1
CUST1110,28,Male,East,79175.78,8,,16.9,4,0.82,4508.94,1
CUST1084,25,Male,South,90356.55,2,58.6,14.26,4,0.48,4235.5,1
CUST1578,19,Female,South,63003.79,3,79.7,15.42,2,0.09,2400.62,1
CUST1513,31,Male,South,65009.02,10,58.7,1.2,1,0.54,2999.54,1
CUST1482,36,Female,East,28111.07,11,46.2,18.65,1,0.72,2185.54,0
CUST1600,42,Female,North,30063.31,6,15.9,20.53,4,0.21,1368.22,1
CUST1074,35,Female,North,50754.52,4,54.9,1.06,5,0.01,3763.05,1
CUST1783,26,Female,West,87774.05,8,46.7,4.02,4,0.18,3881.57,1
CUST1631,65,Female,South,61754.52,6,43.7,3.55,3,0.51,2538.34,1
CUST1273,50,Male,South,81377.02,6,51.9,2.31,0,0.61,3631.23,1
CUST1396,35,Female,South,70078.55,7,60.5,,3,0.91,2075.38,1
CUST1154,59,Male,North,98017.81,6,42.7,25.2,2,0.47,2580.97,1
CUST1191,56,Female,South,64226.89,6,35.8,6.76,2,0.37,3002.47,1
CUST1752,66,Male,West,71226.54,1,34.1,1.38,5,0.15,3799.62,1
CUST1187,47,Male,East,80784.67,3,69.8,16.07,4,0.07,4049.86,1
CUST1050,31,Male,South,51495.94,7,56.8,5.35,2,0.04,2249.92,1
CUST1038,61,Female,North,55973.28,7,25.4,20.75,2,0.41,1793.97,0
CUST1418,60,Male,North,73339.97,9,47.8,7.04,3,0.61,2755.07,1
CUST1720,45,Female,West,,11,50.5,20.52,2,0.87,2616.53,1
CUST1208,61,Female,East,112139.96,6,16.5,15.78,2,0.83,2396.72,0
CUST1375,45,Female,East,24048.26,1,34.8,9.23,1,0.12,1778.71,1
CUST1463,22,Female,West,45933.32,1,61.8,1.37,2,0.25,3273.51,1
CUST1470,47,Female,East,66366.03,8,63.2,,4,0.77,2945.88,1
CUST1517,66,F,North,61175.96,7,62.6,8.11,2,0.03,2022.53,1
CUST1075,43,Male,North,53618.25,2,40.8,21.68,2,0.7,1072.04,1
CUST1248,22,Male,West,47017.36,5,46.9,8.03,9,0.55,5097.46,1
CUST1302,58,Female,West,55234.01,4,59.1,,3,0.12,3888.15,1
CUST1640,36,Male,South,47578.36,8,37.9,11.1,1,0.74,1071.86,1
CUST1779,58,Male,South,45404.13,1,78.6,4.82,3,0.72,3273.88,1
CUST1011,28,male,West,56977.48,6,66.2,4.52,2,0.46,3570.76,1
CUST1485,54,Male,East,54442.89,7,40.6,11.66,0,0.43,476.8,0
CUST1462,61,Male,West,66126.53,11,60.3,2.78,5,0.68,2825.53,1
CUST1797,64,Female,North,68853.84,5,55.9,3.3,5,0.24,5215.0,1
CUST1281,42,Female,South,8000.0,1,70.4,16.62,2,0.81,2824.09,0
CUST1253,28,Male,South,59989.27,5,76.5,5.51,1,0.65,1004.58,1
CUST1735,61,Female,South,58001.85,6,26.8,3.99,6,0.44,2852.97,1
CUST1590,51,Male,East,71917.27,7,33.1,1.34,1,0.84,2170.22,1
CUST1750,64,Male,East,60443.18,9,23.1,10.15,4,0.93,2737.72,1
CUST1219,29,Female,South,44108.86,0,28.5,10.05,5,0.41,4214.17,1
CUST1425,67,Female,North,79994.64,11,38.9,8.97,2,0.7,2401.61,1
CUST1369,36,Female,South,57392.85,8,48.6,20.28,6,0.52,3727.73,1
CUST1577,63,Male,East,60695.67,9,35.0,16.53,5,0.68,4293.58,1
CUST1069,19,Female,West,55271.16,0,38.7,11.99,1,0.69,2119.76,0
CUST1021,47,Male,South,43313.55,6,19.7,4.24,1,0.45,1951.15,1
CUST1077,51,Male,North,97869.46,6,,7.45,6,0.77,5607.21,1
CUST1547,33,Female,West,75986.45,8,18.9,12.51,5,0.94,4005.19,1
CUST1111,68,Female,West,31462.17,7,48.7,7.07,2,0.58,3278.15,1
CUST1775,67,Male,North,55594.49,6,100.0,4.0,5,0.07,4642.0,1
CUST1125,29,Female,South,51503.48,4,38.4,2.46,5,0.28,4128.41,1
CUST1228,19,Male,North,43706.46,6,46.5,2.38,4,0.12,3008.21,1
CUST1042,68,Female,North,59521.51,7,100.0,5.24,1,0.59,3681.64,1
CUST1516,64,Female,East,83211.54,6,36.6,6.9,3,0.82,2922.89,1
CUST1572,61,Female,North,52090.74,6,48.2,1.46,0,0.64,1921.6,1
CUST1576,48,Female,North,28238.13,4,28.9,7.5,4,0.19,1541.8,1
CUST1658,40,Male,South,39012.21,9,61.8,2.18,7,0.03,4809.16,1
CUST1374,61,Female,South,60359.68,0,18.1,15.36,1,0.19,1363.81,0
CUST1205,50,Female,North,67164.56,9,33.6,22.19,4,0.17,2540.12,1
CUST1792,52,Male,South,62027.24,0,84.0,3.17,0,0.21,2261.88,1
CUST1006,38,Female,East,79702.8,10,7.3,9.49,3,0.45,2437.0,1
CUST1493,51,Female,South,55699.8,8,86.8,2.13,4,0.2,4706.28,1
CUST1772,53,Female,East,77845.19,8,89.0,4.06,4,0.59,5250.45,1
CUST1606,41,Male,North,,9,59.7,5.58,1,0.78,1857.81,1
CUST1259,33,Male,West,55255.81,1,58.4,7.02,1,0.37,2602.96,0
CUST1282,67,Female,East,48582.42,10,60.9,13.25,3,0.74,2892.82,1
CUST1726,18,Male,South,47900.41,1,63.5,13.17,6,0.34,4214.63,1
CUST1795,68,Female,East,60005.91,4,43.5,6.55,2,0.47,2307.87,1
CUST1455,23,Female,South,55905.52,3,38.3,3.65,6,0.95,3035.05,1
CUST1320,52,Female,East,43708.41,4,13.7,5.29,4,0.19,1996.55,1
CUST1434,25,Female,North,66536.27,5,94.8,19.28,3,0.54,3118.35,1
CUST1299,54,Female,West,72609.27,6,78.8,1.05,1,0.35,2517.67,1
CUST1436,33,Female,West,54563.01,0,1.5,1.64,1,0.1,2004.87,0
CUST1667,52,Male,North,77961.6,2,52.8,7.97,4,0.33,2510.89,0
CUST1438,29,Male,West,26102.64,7,48.5,3.53,6,0.73,2416.82,1
CUST1325,46,Female,North,37432.36,10,33.4,11.56,6,0.11,3214.13,1
CUST1403,41,Female,West,45380.68,7,19.2,4.42,4,0.76,1530.57,1
CUST1265,43,Male,West,38609.96,11,49.3,1.52,4,0.4,3032.16,1
CUST1564,54,Female,South,33116.44,0,39.9,6.01,3,0.88,2505.96,1
CUST1670,60,Female,North,42333.45,9,52.7,6.92,2,0.58,2862.63,1
CUST1278,18,Male,East,98737.26,1,39.7,18.55,2,0.61,3303.82,1
CUST1624,42,Male,South,86179.87,5,52.3,5.76,2,0.84,1778.82,1
CUST1553,49,Female,South,48616.76,1,62.0,12.88,1,0.37,3496.04,1
CUST1617,40,Female,North,51305.42,2,53.5,5.82,2,0.73,2439.47,1
CUST1755,48,Female,South,68551.76,6,99.1,19.36,3,0.19,3431.9,1
CUST1231,40,Female,East,47992.81,4,43.3,5.54,6,0.07,3353.51,1
CUST1245,34,Male,West,69533.51,0,100.0,11.31,3,0.55,4605.62,1
CUST1167,62,Male,South,66483.4,7,19.3,6.0,5,0.9,2940.08,1
CUST1502,22,Female,East,74829.82,10,40.6,7.55,2,0.46,2160.57,1
CUST1332,58,Female,North,40702.55,9,53.3,4.72,1,0.16,2090.79,1
CUST1426,42,Female,North,77142.9,2,33.2,2.98,4,0.29,3149.75,1
CUST1541,36,Female,South,79892.28,3,47.0,10.74,0,0.49,736.17,1
CUST1162,21,Male,West,67025.82,3,52.1,11.03,2,0.49,2761.11,1
CUST1149,44,Male,East,16501.59,11,40.6,6.74,2,0.76,2572.37,0
CUST1226,34,Male,North,44152.34,5,46.3,4.41,3,0.9,2997.56,1
CUST1094,43,Male,South,,10,79.2,4.43,1,0.98,2317.74,1
CUST1221,19,Male,West,58827.8,5,83.7,1.12,2,0.74,3693.37,1
CUST1597,28,F,North,43107.27,8,90.0,8.32,5,0.97,3784.37,1
CUST1473,57,Male,North,24242.18,10,31.0,,2,0.55,1573.12,0
CUST1798,42,Female,South,40079.29,8,0.0,7.34,3,0.73,797.79,1
CUST1601,38,Male,North,35068.25,6,41.5,4.32,0,0.76,1005.66,1
CUST1773,43,Male,East,67559.27,6,,28.71,1,0.62,2717.12,1
CUST1034,33,Male,North,75693.22,8,,2.85,2,0.87,4504.55,1
CUST1217,66,Male,East,42755.29,9,50.1,6.89,5,0.33,2079.82,1
CUST1072,21,F,South,45941.73,0,40.9,5.73,2,0.31,3018.77,1
CUST1220,56,Female,East,68714.54,9,54.2,12.37,2,0.33,2954.45,1
CUST1213,41,Female,North,90987.71,5,76.5,1.4,5,0.98,5739.16,1
CUST1708,36,Female,North,49210.78,5,46.4,10.34,3,0.82,1754.3,1
CUST1394,50,Male,South,78121.59,11,34.7,2.07,6,0.01,4638.3,1
CUST1255,33,Male,North,71305.98,4,52.2,,2,0.97,2382.68,1
CUST1367,22,Male,South,62781.56,9,62.6,5.85,1,0.43,2676.62,1
CUST1012,41,Male,North,61164.22,7,30.5,1.13,3,0.89,3083.23,1
CUST1698,39,Female,North,80281.78,11,42.0,13.19,4,0.13,4912.15,1
CUST1343,20,Male,East,57282.28,4,76.2,15.31,4,0.89,2743.79,1
CUST1198,20,Male,North,48661.76,8,66.2,11.45,1,0.02,3243.99,0
CUST1234,50,Female,East,64679.79,10,72.4,7.24,1,0.76,2733.07,1
CUST1420,56,Male,West,9471.93,10,62.1,2.45,4,0.9,1469.23,1
CUST1683,57,Male,South,82677.01,9,46.4,3.05,4,0.42,5034.93,1
CUST1608,66,Male,South,81565.36,3,58.8,3.61,1,0.89,1956.2,1
CUST1645,31,Male,South,50054.55,5,5.8,3.84,3,0.72,2541.94,1
CUST1297,-29,Female,West,21147.55,3,26.0,13.93,2,0.51,938.84,1
CUST1063,31,Female,West,40366.8,1,45.3,5.2,0,0.66,323.28,1
CUST1607,52,Female,South,70845.33,6,63.2,13.66,3,0.02,1853.38,1
CUST1013,53,Female,North,89407.53,0,59.2,1.64,5,0.46,4267.82,1
CUST1435,63,Female,South,51905.56,11,41.8,13.0,4,0.01,4444.95,1
CUST1017,39,Male,South,65818.97,3,90.4,2.94,1,0.02,3420.92,1
CUST1710,56,Female,East,57685.19,6,58.4,11.94,2,0.52,1777.67,1
CUST1348,68,Female,East,44895.4,11,47.5,8.99,2,0.18,2047.34,1
CUST1207,59,Female,West,38194.51,1,52.3,15.24,2,0.44,2163.25,1
CUST1090,62,Male,South,69394.44,5,67.4,4.07,2,0.76,3895.1,1
CUST1307,20,Female,West,42112.44,3,8.0,5.17,3,0.65,2993.09,0
CUST1341,25,Female,West,64712.3,4,71.6,6.61,2,0.62,2556.17,1
CUST1380,52,Male,East,16851.57,9,53.4,10.7,1,0.15,1386.8,0
CUST1344,34,Female,East,41326.49,3,39.4,4.6,5,0.02,3600.24,1
CUST1471,64,Male,West,99169.16,8,44.5,9.54,1,0.49,3169.58,1
CUST1175,68,Male,East,69848.2,8,52.4,5.15,1,0.01,2024.0,1
CUST1551,66,Male,South,65400.7,10,63.8,9.87,4,0.89,4886.17,1
CUST1598,46,Female,South,73416.54,3,35.4,6.65,2,0.05,4077.6,1
CUST1032,59,Male,North,80142.28,5,33.8,12.78,0,0.06,2636.27,0
CUST1766,55,Male,East,74144.18,8,52.3,20.02,2,0.24,2941.31,1
CUST1657,53,Female,North,62907.45,3,86.3,24.95,2,0.1,3842.23,1
CUST1172,30,Female,West,50067.2,7,99.7,7.07,2,0.1,3615.49,1
CUST1700,34,Female,West,64068.68,3,59.7,2.25,3,0.99,31358.96,1
CUST1701,24,Male,North,16230.17,7,75.0,1.98,4,0.38,3219.59,1
CUST1408,40,Male,West,51529.96,0,30.7,3.92,4,0.46,1476.86,1
CUST1738,62,Male,East,66124.52,7,64.0,8.72,2,0.29,3052.56,1
CUST1742,38,Female,East,21683.07,6,59.5,3.03,3,0.4,2324.92,1
CUST1200,23,Male,North,54068.34,0,66.4,10.81,7,0.7,5972.24,1
CUST1292,69,Male,North,41130.6,11,39.6,10.82,2,0.78,1058.37,1
CUST1583,34,Male,South,54264.56,5,60.9,5.51,2,0.15,2127.84,1
CUST1713,43,Female,South,45338.71,11,70.2,13.64,0,0.96,2649.83,1
CUST1510,54,Male,West,58507.35,1,67.0,7.81,1,0.53,1451.91,1
CUST1749,35,Female,South,45861.76,4,54.8,3.11,4,0.6,2323.0,1
CUST1694,25,Female,East,65579.73,8,46.3,3.26,6,0.73,3820.82,1
CUST1724,58,Male,North,56149.41,10,25.5,7.87,3,0.84,2828.84,1
CUST1796,22,Female,West,,1,55.2,5.55,0,0.41,1691.6,0
CUST1786,30,Female,North,57327.53,0,64.4,5.06,3,0.41,3406.29,1
CUST1489,29,Female,South,72547.31,6,33.5,29.12,3,0.15,3050.79,1
CUST1721,37,Male,East,60273.88,8,52.0,7.67,3,0.98,2135.06,1
CUST1717,62,Female,North,10807.75,9,77.1,2.36,1,0.08,2028.52,1
